id,tag,section,category,aliases,sources
tag_c5d3d16553,Betrayal,SFW,Story,Backstabbing|Betrayed by Comrades,ManhwaTaxonomy|VNDB
tag_306f9790ff,Big Areolae,NSFW,Character,big areolae|大乳晕,E-Hentai|NHentai
tag_1f34ae320b,Big Ass,NSFW,Character,big ass|大屁股,E-Hentai|NHentai
tag_947fb2496e,Big Ass Hero,SFW,Character,Fat Ass Hero,VNDB
tag_1a9aa1a567,Big Ass Heroine,SFW,Character,Fat Ass Heroine,VNDB
tag_7d6c9e0f1c,Big Ass Protagonist,SFW,Character,Fat Ass Protagonist,VNDB
tag_be00b7cfad,Big Balls,NSFW,Character,big balls|大睾丸,E-Hentai|NHentai
tag_99f7fd8f14,Big Breast Sizes Heroine,SFW,Character,,VNDB
tag_e82dc1ba79,Big Breast Sizes Protagonist,SFW,Character,,VNDB
tag_e25acf0d40,Big Breasts,NSFW,Body,big breasts|巨乳,E-Hentai|NHentai
tag_9c949a3b91,Big Clit,NSFW,Character,big clit|大阴蒂,E-Hentai|NHentai
tag_b3d851bb5d,Big Lips,NSFW,Character,big lips|大嘴唇💋,E-Hentai|NHentai
tag_4d198bd066,Big Muscles,NSFW,Character,big muscles|大肌肉,E-Hentai|NHentai
tag_d77a3b5f92,Big Nipples,NSFW,Body,big nipples|大乳头,E-Hentai|NHentai
tag_9bcf14cdfd,Big Penis,NSFW,Body,big penis|大根,E-Hentai|NHentai
tag_5a6e7f743e,Big Vagina,NSFW,Body,big vagina|大阴道,E-Hentai|NHentai
tag_fa26aa08d6,Bike Shorts,NSFW,Body,bike shorts|自行车短裤,E-Hentai|NHentai
tag_e5d4ad9a64,Bikini,NSFW,Character,bikini|比基尼👙,E-Hentai|NHentai
tag_2d9c95ce90,Bimbofication,NSFW,Sexual,Bimboification|Gangurofication|Gyarufication|Gyaruka|ギャル化,VNDB
tag_0a1860d3e6,Binaural Audio,SFW,Format,Binaural Voice Acting|Dummy Head Recording,VNDB
tag_d3c4496e10,Biological Weapon,SFW,Theme,Bacterial Weapon|Biological Warfare|Bioterrorism|Bioweapon|Virus Creation,VNDB
tag_59cf4de74f,Biopic,SFW,Genre,,CinemaTaxonomy
tag_c889597efe,Bird Boy,NSFW,Character,bird boy|鸟男,E-Hentai
tag_5c8c41c1e9,Bird Girl,NSFW,Character,bird girl|鸟娘,E-Hentai
tag_75c73f175a,Birds,SFW,Theme,,VNDB
tag_a3e2a6cbf4,Birth,NSFW,Sexual,Birthing|Calving|Whelping|birth,NHentai|VNDB
tag_cf673f7ee8,Birthday,SFW,Theme,,VNDB
tag_0ea8238608,Birthrate Decline,SFW,Theme,,VNDB
tag_242fb4d858,Bisexual,NSFW,Acts,bisexual|双性恋,AniList|E-Hentai|NHentai
tag_d9aadfe2b4,Bisexual Hero,SFW,Character,,VNDB
tag_d5477ae055,Bisexual Heroine,SFW,Character,,VNDB
tag_1c834dfc14,Bisexual Protagonist,SFW,Character,,VNDB
tag_fd3e14bcda,Bishoujo Senshi Sailor Moon,SFW,Theme,Pretty Soldier Sailor Moon|美少女戦士セーラームーン,VNDB
tag_892159c489,Bishounen,SFW,Demographic,,Kitsu
tag_39e581a674,Bite Mark,NSFW,Character,bite mark|咬痕,E-Hentai
tag_cbe370e60f,Black and White,SFW,Format,B&W|B/W|Black-and-white|Greyscale|Monochrome,VNDB
tag_4ae6ddb65c,Black Comedy,SFW,Genre,Black Humour|Dark Comedy|Dark Humour|Gallows Humour,VNDB
tag_0afa75ab74,Blackjack,SFW,Format,,VNDB
tag_c6178eeda6,Blackmail,NSFW,Character,Coercion|Extortion|blackmail|要挟,AniList|E-Hentai|Kitsu|NHentai|VNDB
tag_60feaa82f9,Bleep Censor,SFW,Format,Bleeping,VNDB
tag_6013221752,Blind,NSFW,Character,blind|失明,E-Hentai|NHentai
tag_83395a8ef1,Blind Choices,SFW,Format,,VNDB
tag_269b7f1ab6,Blind Date,SFW,Theme,,VNDB
tag_157703001a,Blind Hero,SFW,Character,,VNDB
tag_e35d4d7add,Blind Heroine,SFW,Character,,VNDB
tag_e7a7680dcc,Blind Protagonist,SFW,Character,,VNDB
tag_f3180f1818,Blindfold,NSFW,Character,blindfold|遮眼布,E-Hentai|NHentai
tag_6b157916b4,Blood,NSFW,Character,blood|血液,E-Hentai|NHentai
tag_907e963c30,Blood-related Aunt/Nephew Incest,NSFW,Relationship,blood related aunt/nephew incest,VNDB
tag_64bb63c4f6,Blood-related Brother/Brother Incest,NSFW,Relationship,blood related brother/brother incest,VNDB
tag_318eb59019,Blood-related Brother/Sister Incest,NSFW,Relationship,blood related brother/sister incest,VNDB
tag_e3227f5522,Blood-related Cousin Incest,NSFW,Relationship,blood related cousin incest,VNDB
tag_ebb3fccf03,Blood-related Father/Daughter Incest,NSFW,Relationship,blood related father/daughter incest,VNDB
tag_0ffd9104ba,Blood-related Father/Son Incest,NSFW,Relationship,blood related father/son incest,VNDB
tag_4ad2aa80f5,Blood-related Grandmother/Grandson Incest,NSFW,Relationship,blood related grandmother/grandson incest,VNDB
tag_b43c0cc9d2,Blood-related Incest,NSFW,Relationship,blood related incest,VNDB
tag_8801c7923e,Blood-related Mother/Daughter Incest,NSFW,Relationship,blood related mother/daughter incest,VNDB
tag_1cb3337e3a,Blood-related Mother/Son Incest,NSFW,Relationship,blood related mother/son incest,VNDB
tag_f99208d41c,Blood-related Sister/Sister Incest,NSFW,Relationship,blood related sister/sister incest,VNDB
tag_854340f0b0,Blood-related Uncle/Niece Incest,NSFW,Relationship,blood related uncle/niece incest|niece/uncle incest,VNDB
tag_d472014a6d,Bloodplay,NSFW,Sexual,Blood Fetish|Blood Play,VNDB
tag_2c1b894c38,Bloody Scenes,SFW,Theme,,VNDB
tag_a9169d265b,Bloomers,NSFW,Character,bloomers|布鲁马,E-Hentai|NHentai
tag_ed29074c66,Blowbang,NSFW,Sexual,gangsuck|lineup,VNDB
tag_353cb78f7a,Blowbang (One Mouth Multiple Penises),NSFW,Body,,VNDB
tag_cf9a879316,Blowjob,NSFW,Sexual,BJ|Blow job|Fellatio|Fellation|Giving head|Sucking off|blowjob|口交,E-Hentai|NHentai|VNDB
tag_a261a045b5,Blowjob Duck Face,NSFW,Sexual,Blowjob Face|Fellagao|Hyottoko,VNDB
tag_09973a5b63,Blowjob Face,NSFW,Character,blowjob face|口交颜,E-Hentai|NHentai
tag_a5adfa8e6a,Board Game,SFW,Format,,AniList|VNDB
tag_c8efff0251,Boarding House,SFW,Theme,Bed & Breakfast|Guest House|Pension,VNDB
tag_1b3a34bfe4,Boarding School,SFW,Setting,,AniList|VNDB
tag_c063dbd806,Body Aesthetics,SFW,Theme,,VNDB
tag_6c1fa10be5,Body Fluid Tube,NSFW,Body,Fluid Tube|Scat Tube,VNDB
tag_bf8eb08b1e,Body Food,NSFW,Body,Nyotaimori|女体盛り,VNDB
tag_8379e14a6c,Body Hair Option,SFW,Format,,VNDB
tag_4c26d749e2,Body Horror,SFW,Genre,Biological Horror,AniList|CinemaTaxonomy|VNDB
tag_67bd91fec3,Body Image,SFW,Theme,,AniList
tag_a716296a34,Body Modification,NSFW,Body,body modification|身体改造,E-Hentai|NHentai
tag_3b2230c644,Body of Water,SFW,Theme,Lake|Ocean|Sea|Waterbody,VNDB
tag_a3eae16bfb,Body Painting,NSFW,Body,body painting|身体绘画,E-Hentai|NHentai
tag_7e6564c84f,Body Piercing,SFW,Theme,,VNDB
tag_94762a1ce5,Body Smell Fetish,NSFW,Fetish,Body Odour Fetish|Olfactophilia|Osmolagnia|Osphresiolagnia,VNDB
tag_3542f93165,Body Swap,NSFW,Body,body swap|换身,E-Hentai|NHentai
tag_c3ba4b17f1,Body Swapped Sex,NSFW,Body,,VNDB
tag_7a176ff6f5,Body Swapping,SFW,Theme,Body Switch|Body Switching|Exchanging Spirits|Soul Swapping,AniList|VNDB
tag_996d8c9fe1,Body Writing,NSFW,Body,body writing|writing on body|身体写作,E-Hentai|NHentai|VNDB
tag_123b4fea3b,Bodyguard Hero,SFW,Character,,VNDB
tag_5b9bb77fef,Bodyguard Heroine,SFW,Character,Guardian Heroine|Protector Heroine|Security Guard Heroine,VNDB
tag_07edbc6b2b,Bodyguard Protagonist,SFW,Character,Guardian Protagonist|Protector Protagonist|Security Guard Protagonist,VNDB
tag_6ba463a9de,Bodyjob,NSFW,Body,,VNDB
tag_ad7a6456bd,Bodystocking,NSFW,Body,bodystocking|连身袜,E-Hentai|NHentai
tag_56e8f786ce,Bodysuit,NSFW,Body,bodysuit|紧身衣裤,E-Hentai|NHentai
tag_d44ada9b19,Boke Hero,SFW,Character,,VNDB
tag_835fc6f485,Boke Heroine,SFW,Character,,VNDB
tag_65ec24ce7e,Boke Protagonist,SFW,Character,,VNDB
tag_957f9b1c8b,Boku no Hero Academia,SFW,Character,My Hero Academia,VNDB
tag_69b348121d,Bondage,NSFW,Fetish,bondage|束缚,AniList|E-Hentai|NHentai|VNDB
tag_b1ee99b5c0,Bondage Weights,NSFW,Fetish,BDSM Weights,VNDB
tag_cf44a1143c,Bonus Side Stories,SFW,Format,Bonus Episodes|Extra Scenes|Omake,VNDB
tag_c73307e4ea,Boobjob,NSFW,Sexual,Breast fucking|French Fuck|Mammary Intercourse|Muscle Fuck|Paizuri|Spagnola|Tit Wank|Titfuck|Titty Fuck|Titty-fucking,VNDB
tag_21b678fdac,Boobs on Glass,NSFW,Sexual,Boobs pressed on a glass,VNDB
tag_6e1063eb6d,Book Heroine,SFW,Character,,VNDB
tag_f243cd52bc,Bookworm Hero,SFW,Character,Bibliophile Hero|Book Lover Hero,VNDB
tag_1e3ff65e49,Bookworm Heroine,SFW,Character,Bibliophile Heroine|Book Lover Heroine,VNDB
tag_ba37c2e750,Bookworm Protagonist,SFW,Character,Bibliophile Protagonist|Book Lover Protagonist,VNDB
tag_cb0c07fbb7,Both Male and Female Love Interests,SFW,Theme,Both Heroes and Heroines|Male and Female Love Interests,VNDB
tag_56674a35a9,Bounty Hunter,SFW,Theme,bounty hunter,Kitsu
tag_20be817311,Bounty Hunter Protagonist,SFW,Character,Bail Enforcement Agent Protagonist|Bail Fugitive Investigator Protagonist|Fugitive Recovery Agent Protagonist,VNDB
tag_d064ce3b9a,Bowling,SFW,Theme,,AniList
tag_4684c60ddc,Boxing,SFW,Theme,Pugilism,AniList|Kitsu|VNDB
tag_eab348dd71,Boy x Boy Romance,SFW,Relationship,Boys Love|BxB Romance|Shounen Ai|Yaoi Romance,VNDB
tag_9cc7cb902b,Boy x Boy Romance Only,SFW,Relationship,BL Only|Boys Love Only|BxB Romance Only,VNDB
tag_6a69d33eff,Boys' Love,SFW,Genre,,AniList|MangaDex
tag_ca4b7fc327,Braces,NSFW,Character,braces|牙套,E-Hentai
tag_47ab56fac0,Brain Fuck,NSFW,Character,brain fuck|脑交🧠,E-Hentai|NHentai
tag_8a96086475,Braless Heroine,SFW,Character,Heroine without Bra,VNDB
tag_166d62a98e,Branching Plot,SFW,Format,,VNDB
tag_943e419319,Breaking the Fourth Wall,SFW,Theme,Breaking The Fourth Wall|Breaking the 4th Wall|breaking the fourth wall,Kitsu|VNDB
tag_3c1014b549,Breast Expansion,NSFW,Body,Boobs Enlargement|Breast Enlargement|Breast Implants|breast expansion|乳房膨胀,E-Hentai|NHentai|VNDB
tag_532672b3cc,Breast Feeding,NSFW,Body,breast feeding|哺乳,E-Hentai|NHentai
tag_65d1f6606e,Breast Press,NSFW,Body,Improvised Breast Press,VNDB
tag_a4412c0e52,Breast Reduction,NSFW,Body,breast reduction|乳房缩小,E-Hentai|NHentai
tag_24f4a0060e,Breast Smothering,NSFW,Body,,VNDB
tag_a810c37f52,Breast Torture,NSFW,Paraphilic/Fetish,Boob Torture|Nipple Torture|Tit Torture,VNDB
tag_f364964b80,Bred by Monsters,NSFW,Fetish,Monster Breeding|Nae Doko|Naedoko|Nai Doko|Naidoko|Tentacle Breeding Nursery,VNDB
tag_85eb107ec2,Bride,NSFW,Character,bride|婚纱,E-Hentai|NHentai
tag_8b2931559a,Brief Branches Only,SFW,Format,,VNDB
tag_17a91990b3,Brief NVL Scenes,SFW,Format,,VNDB
tag_f6724072f5,Brief Third-person Narrative Sections,SFW,Format,brief third person narrative sections,VNDB
tag_80f8a6e0bb,British Mythology,SFW,Theme,Arthurian Myth|Matter of Britain,VNDB
tag_3de71382cb,Broadcasting Club,SFW,Theme,,VNDB
tag_1f15c02969,Brocon Heroine,SFW,Character,Brother Complex Heroine,VNDB
tag_64b611df6a,Brocon Protagonist,SFW,Character,,VNDB
tag_8aed4ab9bc,Brocon Support Character,SFW,Theme,Brother Complex,VNDB
tag_6667d71e43,Brothel,SFW,Theme,Bawdy House|Bordel|Bordello|Cathouse|House of Prostitution|Whorehouse,VNDB
tag_e511e2a4a4,Brother,NSFW,Character,brother|兄弟,E-Hentai|NHentai
tag_f4c3f620dd,Brother & Sister Siblings as Love Interests,SFW,Theme,Brother and Sister Siblings as Love Interests,VNDB
tag_f31db7c99a,Brother/Brother Incest,NSFW,Relationship,,VNDB
tag_78ee8b8a09,Brother/Brother Romance,SFW,Relationship,,VNDB
tag_a6f2bdc38f,Brother/Sister Incest,NSFW,Relationship,,VNDB
tag_8ab471abb5,Brother/Sister Romance,SFW,Relationship,,VNDB
tag_1fd8f3c8a8,Buddhism,SFW,Theme,,Kitsu
tag_bd9732b3bc,Buddhist Mythology,SFW,Theme,,VNDB
tag_b724d5a7ff,Built-in Encyclopedia,SFW,Format,Built-in Glossary|Built-in Tips|Dictionary|In-game Dictionary|built in encyclopedia,VNDB
tag_776667c28b,Built-in Walkthrough,SFW,Format,Built-in Flowchart|Built-in Guide|built in walkthrough,VNDB
tag_3341593fad,Bukkake,NSFW,Sexual,Semen Shower|bukkake|颜射,E-Hentai|NHentai|VNDB
tag_c4ceb152db,Bull,NSFW,Character,bull|牛🐂,E-Hentai|NHentai
tag_f23dd48b95,Bullying,SFW,Theme,,AniList|VNDB
tag_6f8b14a263,Bunny Boy,NSFW,Character,bunny boy|兔子男孩,E-Hentai|NHentai
tag_e477b179f2,Bunny Girl,NSFW,Character,bunny girl|兔女郎,E-Hentai|NHentai
tag_e770cacb93,Bunnyboy Hero,SFW,Character,Bunny Boy Hero|Bunny-boy Hero|Rabbit Boy Hero,VNDB
tag_5802a333db,Bunnygirl Cosplay,SFW,Theme,Bunny Cosplay|Bunny-Girl Cosplay|Rabbit Cosplay,VNDB
tag_e1185ca19a,Burping,NSFW,Character,burping|打嗝,E-Hentai|NHentai
tag_9205425038,Business Suit,NSFW,Appearance,business suit|西装,E-Hentai|NHentai
tag_e9dc2f9604,Businesswoman Heroine,SFW,Character,,VNDB
tag_e5750f647c,Bust Size Selection,SFW,Format,Boob Size Customization|Boob Size Selection|Cup Size Selection,VNDB
tag_026d7c798b,Butler,SFW,Character,butler|管家,AniList|E-Hentai|NHentai
tag_1aaa3605e5,Butler Hero,SFW,Character,Attendant Hero|Majordomo Hero|Servant Hero|Staff Hero,VNDB
tag_cd89c6d043,Butler Heroine,SFW,Character,,VNDB
tag_42eedc897e,Butler Protagonist,SFW,Character,estate manager protagonist|head of household staff protagonist|house manager protagonist|majordomo protagonist|manservant protagonist|staff manager protagonist,VNDB
tag_ee40b3e927,Butler Support Character,SFW,Character,estate manager|head of household staff|house manager|majordomo|manservant|staff manager,VNDB
tag_601c31ae27,Butt Plug,NSFW,Character,butt plug|肛塞,E-Hentai
tag_9a0c6ed59c,Butterflies,SFW,Theme,Moths,VNDB
tag_9fd8301ac2,Butterfly,NSFW,Sexual,Leg Glider|Seventh Posture|Tominagi,VNDB
tag_7f5b264678,Buttjob,NSFW,Sexual,Assjob,VNDB
tag_d2626f412d,Cafe,SFW,Theme,Café|Fastfood Joint|Restaurant,VNDB
tag_af1a9be1c2,Calligraphy,SFW,Theme,,AniList
tag_a4995d016a,Camel,NSFW,Character,camel|骆驼🐫,E-Hentai
tag_38df36a418,Camping,SFW,Theme,,AniList
tag_ee115c8985,Cannibalism,NSFW,Paraphilic/Fetish,Anthropophagy|cannibalism|食人,AniList|E-Hentai|NHentai|VNDB
tag_9f8001041e,Captain Protagonist,SFW,Character,,VNDB
tag_7a7dc1cda8,Caption,NSFW,Sexual,caption|说明文字,E-Hentai|NHentai
tag_d3feca0619,Capturable Characters,SFW,Format,Recruitable Characters,VNDB
tag_f4aeb13305,Capturable Units,SFW,Format,Recruitable Units,VNDB
tag_e6d9650259,Car,SFW,Theme,,VNDB
tag_ed97f1b2b2,Card Battle,SFW,Theme,,AniList
tag_0eea49850c,Card Games,SFW,Theme,card games,Kitsu
tag_5582f16d45,Carryover Save,SFW,Format,,VNDB
tag_e66a124f9c,Cars,SFW,Theme,,AniList
tag_6ac2470ed8,Cashier,NSFW,Character,cashier|收银员,E-Hentai|NHentai
tag_5d26386b04,Casino,SFW,Theme,,VNDB
tag_8a7ddc4283,Casting Couch,NSFW,Sexual,Makura Eigyou|Sex Involving Business Deals|Sex for Promotion|枕営業,VNDB
tag_9355a9f994,Castle,SFW,Theme,,VNDB
tag_1672a8717f,Castration,SFW,Theme,,VNDB
tag_d077f244de,Cat,NSFW,Character,cat|猫🐈,E-Hentai|NHentai
tag_ed9709fc2f,Cat Cosplay,SFW,Theme,Cat Costume Roleplay,VNDB
tag_fd73438421,Catboy,NSFW,Character,catboy|猫男,E-Hentai|NHentai
tag_a5574faa50,Catboy Hero,SFW,Character,Cat Boy Hero|Cat Hero,VNDB
tag_ee12d53c61,Catfight,NSFW,Character,catfight|猫斗,E-Hentai|NHentai
tag_472f3aeba4,Catgirl,NSFW,Character,catgirl|猫女,E-Hentai|NHentai
tag_602560f24b,Catgirl Heroine,SFW,Character,Cat-girl Heroine|Nekokko Heroine,VNDB
tag_7a36d29019,Catheter,NSFW,Sexual,,VNDB
tag_0832c1202d,Cats,SFW,Theme,Kitten|Neko,VNDB
tag_7638e20f13,Cbt,NSFW,Character,cbt|虐屌,E-Hentai|NHentai
tag_76c834fe9e,Celestial Body Hero,SFW,Character,Astronomical Object Hero|Comet Hero|Constellation Hero|Planet Hero|Star Hero,VNDB
tag_326227d79a,Celestial Body Heroine,SFW,Character,Astronomical Object heroine|Comet Heroine|Planet Heroine|Star Heroine,VNDB
tag_1420bfa8cb,Celestial Body Protagonist,SFW,Character,Astronomical Object Protagonist|Comet Protagonist|Planet Protagonist|Star Protagonist,VNDB
tag_488c3f5552,Celtic Mythology,SFW,Theme,,VNDB
tag_dccbebc23a,Cemetery,SFW,Theme,Burial ground|Gravesite|Graveyard,VNDB
tag_2df9ac5611,Censored Text,SFW,Format,,VNDB
tag_47aeba35bb,Centaur,NSFW,Character,centaur|半人马,AniList|E-Hentai|NHentai
tag_211c6b1316,Centaur Heroine,SFW,Character,Satyr Heroine|Taur Heroine,VNDB
tag_d1029812dd,Central America,SFW,Theme,,VNDB
tag_9a7d49b9de,Central Hero,SFW,Character,Main Hero,VNDB
tag_fe3c5e4fa1,Central Heroine,SFW,Character,Main Heroine,VNDB
tag_be7d04d75f,Cervix Penetration,NSFW,Character,cervix penetration|宫颈穿透,E-Hentai|NHentai
tag_ff9074c32d,Cervix Prolapse,NSFW,Character,cervix prolapse|宫颈脱垂,E-Hentai|NHentai
tag_8ddeb2027a,Cgi,SFW,Theme,CGI,AniList
tag_0a9bee2fd1,Changeable Clothes,SFW,Format,Alternative Costumes|Alternative Outfits|Dress Up Game,VNDB
tag_1df609fd57,Changeable Font,SFW,Format,,VNDB
tag_275eda3328,Changeable Voice Actors,SFW,Format,Changeable Voices|Voice Selection,VNDB
tag_82891f83ae,Changing Perspective,SFW,Format,Changing point of view,VNDB
tag_dc06eb32d0,Channeling,SFW,Theme,Mediumship,VNDB
tag_a956161a69,Character,SFW,Theme,,VNDB
tag_98f3ffca53,Character Movement,SFW,Format,Control of Characters|Environmental Narrative Game|First Person Experience|Player Having Control of a Character|Walking Characters|Walking Simulator,VNDB
tag_f4b0259cd1,Character Profiles,SFW,Format,,VNDB
tag_186718ba13,Character Skin Colors,SFW,Theme,,VNDB
tag_52015ff316,Charming Protagonist,SFW,Character,Beautiful Protagonist|Handsome protagonist|Ikemen Protagonist|Pretty Protagonist,VNDB
tag_e2517d5630,Chastity Belt,NSFW,Character,chastity belt|贞操带,E-Hentai|NHentai
tag_ea66f177c6,Cheat Codes,SFW,Format,Cheats,VNDB
tag_2465f084fe,Cheating,NSFW,Relationship,cheating|出轨,E-Hentai|NHentai
tag_e023c33fb6,Checkpoints,SFW,Format,Save only at certain points|Savepoints,VNDB
tag_7e3159adb5,Cheerful Hero,SFW,Character,Carefree Hero|Friendly Hero|Lighthearted Hero|Positive Hero|Upbeat Hero,VNDB
tag_6bd70990c3,Cheerleader,NSFW,Character,cheerleader|啦啦队员,E-Hentai|NHentai
tag_a9f307ac56,Cheerleader Heroine,SFW,Character,Ouendan Heroine,VNDB
tag_29042ae8f6,Cheerleading,SFW,Theme,,AniList
tag_a1cb7b3001,Cherry Blossom,SFW,Theme,Sakura,VNDB
tag_551e155074,Chest Bounciness Slider,SFW,Format,Boob Jiggle Slider,VNDB
tag_64ec02b70a,Chibi,SFW,Theme,,AniList
tag_8f95c1bbc4,Chikan,NSFW,Situation,Frotteurism|chikan|痴汉,E-Hentai|NHentai|VNDB
tag_79dbf9fd1e,Chikan Heroine,NSFW,Situation,Molester Heroine,VNDB
tag_3ae5402162,Chikan Protagonist,NSFW,Situation,Molester Protagonist,VNDB
tag_f8fcbfd927,Child Abuse,SFW,Theme,,VNDB
tag_e24709f768,Child Protagonist,SFW,Character,Younger Protagonist,VNDB
tag_c3eaaceabc,Child Support Character,SFW,Theme,,VNDB
tag_2a0567a83b,Childcare,SFW,Theme,Adoptive Daughter|Parenting|Raising a Child,ManhwaTaxonomy
tag_cac4b8d33e,Childhood Promise,SFW,Theme,,VNDB
tag_d898838b90,Childishly Violent Hero,SFW,Character,,VNDB
tag_c7cb190c1d,Childishly Violent Heroine,SFW,Character,heroine that smacks the protagonist around|rough heroine,VNDB
tag_c8c998de66,Childishly Violent Protagonist,SFW,Character,,VNDB
tag_ec1923c10c,Children Ending,SFW,Format,,VNDB
tag_f0542eda41,Chimera,SFW,Theme,,AniList
tag_8a7d7ba288,China,SFW,Theme,,Kitsu
tag_14cd41a060,Chinese Dress,NSFW,Appearance,chinese dress|旗袍,E-Hentai|NHentai
tag_2dd1099afc,Chinese Mythology,SFW,Theme,,VNDB
tag_3d1d990b60,Chloroform,NSFW,Character,chloroform|迷药,E-Hentai|NHentai
tag_0bc693aeef,Choices,SFW,Format,,VNDB
tag_d358b228b8,Choices from Other Perspectives,SFW,Format,Choices from Non-protagonists,VNDB
tag_d65469a3d4,Choices with 4 or More Options,SFW,Format,Choices with Lots of Options|Choices with Many Options|Choices with a Lot of Options,VNDB
tag_432cff0339,Choosing Factions,SFW,Format,Choosing Side,VNDB
tag_3671657009,Chosen Choices Marking,SFW,Format,Chosen Choice Coloring|Colored Chosen Choice|Marked Chosen Options|Selected Choices Marking,VNDB
tag_d9b41898f9,Christian Church,SFW,Theme,,VNDB
tag_d17a0260ce,Christian Mythology,SFW,Theme,Biblical Setting,VNDB
tag_3d4fe7a00b,Christmas,NSFW,Character,christmas|圣诞装🎅|圣诞装🤶,E-Hentai|NHentai
tag_eca9b01561,Chubby Hero,SFW,Character,Fat Hero|Overweight Hero,VNDB
tag_03ed6ca8b9,Chubby Heroine,SFW,Character,BBW Heroine|Fat Heroine|Overweight Heroine,VNDB
tag_335a998796,Chubby Protagonist,SFW,Character,Fat Protagonist|Overweight Protagonist,VNDB
tag_916586c8ac,Church,SFW,Theme,,VNDB
tag_942939904b,Church Sex,NSFW,Acts,Sex in Church|Sex in Temple|Sex in a Church|Sex in a Temple|Sex in the Church|Sex in the Temple|Temple Sex,VNDB
tag_82f1eaaab2,Chuunibyou,SFW,Theme,,AniList
tag_67f204b445,Chuunibyou Hero,SFW,Character,,VNDB
tag_774105857d,Chuunibyou Heroine,SFW,Character,,VNDB
tag_81406948b3,Chuunibyou Protagonist,SFW,Character,,VNDB
tag_c5191509f4,Circus,SFW,Theme,,AniList|VNDB
tag_4c81f09f94,City Building Game,SFW,Format,CMS|Construction and Management Simulation,VNDB
tag_41213b6ec9,Civil War,SFW,Theme,,VNDB
tag_a597a055c0,Clamp,NSFW,Character,clamp|夹具,E-Hentai|NHentai
tag_0319b4a131,Clamps (BDSM),NSFW,Fetish,Clothes-peg|Clothespin|nipple clamps,VNDB
tag_45a7873c07,Class President Hero,SFW,Character,Class Chairman Hero|Iinchou Hero,VNDB
tag_946a1947c0,Class President Heroine,SFW,Character,Class Chairman Heroine|Iinchou Heroine,VNDB
tag_254fbbe19d,Class President Protagonist,SFW,Character,Class Chairman Protagonist|Iinchou Protagonist,VNDB
tag_ddab13ce3d,Class Struggle,SFW,Theme,,AniList
tag_b07a8dd1b2,Classic Literature,SFW,Theme,,AniList
tag_3136e72e45,Classic Tsundere Heroine,SFW,Character,The Good Kind of Tsundere,VNDB
tag_83f5d09aa5,Classical Music,SFW,Theme,,AniList
tag_3b68852f59,Clever Protagonist,SFW,Character,Brainy|Smart MC|Strategist,ManhwaTaxonomy
tag_9380352d0d,Clicker Game,SFW,Format,Clicking Game|Idle Game|Incremental Game,VNDB
tag_6445779049,Cliffhanger Ending,SFW,Format,,VNDB
tag_68d6897d2f,Clinical Depression,SFW,Theme,MDD|Major Depression|Major Depressive Disorder|Recurrent Depressive Disorder|Unipolar Depression|Unipolar Disorder,VNDB
tag_3dda0c89db,Clit Growth,NSFW,Character,clit growth|阴蒂生长,E-Hentai|NHentai
tag_9896cbc851,Clit Insertion,NSFW,Character,clit insertion|阴蒂插入,E-Hentai|NHentai
tag_557541ac3b,Clit Stimulation,NSFW,Character,clit stimulation|阴蒂刺激,E-Hentai|NHentai
tag_0340b5e697,Clitoris Growth,NSFW,Sexual,Clitoris Enlargement,VNDB
tag_0678168827,Cloaca Insertion,NSFW,Character,cloaca insertion|泄殖腔插入,E-Hentai
tag_9133ab2b2b,Clock Tower,SFW,Theme,,VNDB
tag_d329fd7777,Clone,NSFW,Character,clone|克隆,AniList|E-Hentai|NHentai
tag_018d8e1a20,Clone Hero,SFW,Character,,VNDB
tag_c5635115eb,Clone Heroine,SFW,Character,,VNDB
tag_6784c9f3d9,Clone Protagonist,SFW,Character,,VNDB
tag_67173f5e47,Cloning,SFW,Theme,,VNDB
tag_70c788ddc5,Close-up CGs,SFW,Format,Closer view|Enlargeable CGs|Expandable CGs|Zoom-able CGs|close up cgs,VNDB
tag_1c53c7a336,Closed Eyes,NSFW,Character,closed eyes|闭眼,E-Hentai|NHentai
tag_f3757dec5b,Clothed Boobjob,NSFW,Sexual,Clothed Paizuri,VNDB
tag_c83e2792d2,Clothed Female Naked Female,NSFW,Sexual,CFNF,VNDB
tag_859de91e65,Clothed Female Naked Male,NSFW,Sexual,CFNM,VNDB
